,encoded,original,regenerated
108,"[ 17 108  68 107 117  18 117  91 116 117  90 116 116 115  18 117  17 108
  68 107 117  91 116 116 117  17 108  68 107 117  90 116 116]",\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}, \sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } }
109,"[ 17 108  68 107 117  18 117  91 116 117  90 116 116 115  18 117  17 108
  68 107 117  91 116 116 117  17 108  68 107 117  90 116 116]",\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}, \sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } }
110,[  4  58 118  57],\Delta H_I, \Delta H _ I
111,[53 37 47],M \in S, M \in S
112,[ 7 37 42],\sigma \in X, \sigma \in X
113,[46 37 61],T \in E, T \in E
114,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
115,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
116,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
117,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
118,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
119,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
120,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
121,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
122,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
123,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
124,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
125,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
126,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
127,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
128,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
129,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
130,"[ 18 117 101 116 117  18 117 101 116 117 100 116 120  18 117 101 116 117
  91 116 113  18 117 101 116 117  90 116 119 116 115  18 117 100  91  90
 116 117  91 113  90 116]",\frac{1}{\frac{1}{2}( \frac{1}{a} + \frac{1}{b})} = \frac{2ab}{a+b}, \frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
131,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
132,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
133,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
134,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
135,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
136,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
137,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
138,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
139,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
140,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
141,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
142,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
143,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
144,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
145,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
146,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
147,"[ 17 108  78 107 117 101 116 115  29  18 117 100  81  32 116 117  78 116
 113  83  28  18 117 100  81  32 116 117  78 116]",\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}, \sqrt [ n ] { 1 } = \cos \frac { 2 k \pi } { n } + i \sin \frac { 2 k \pi } { n }
148,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
149,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
150,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
151,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
152,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
153,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
154,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
155,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
156,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
157,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
158,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
159,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
160,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
161,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
162,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
163,"[ 68 115  18 117 112  90  33  17 117  90 114 100 112  98  91  89 116 116
 117 100  91 116]",x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}, x = \frac { - b \pm \sqrt { b ^ 2 - 4 a c } } { 2 a }
164,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
165,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
166,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
167,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
168,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
169,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
170,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
171,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
172,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
173,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
174,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
175,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
176,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
177,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
178,"[ 67 114 100  33  17 117  71 112  76 116 120  67 112  18 117  75 116 117
 100 120  71 112  76 119 116 119 113  18 117  71 116 117 100 116 115  92]",y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0, y ^ 2 \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
179,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
180,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
181,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
182,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
183,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
184,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
185,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
186,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
187,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
188,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
189,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
190,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
191,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
192,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
193,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
194,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
195,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
196,"[ 50 120  68 119 115  30 118 117  83 115  92 116 114 117  78 116  91 118
  82  68 114  82]",P(x) = \sum_{i=0}^{n} a_j x^j, P ( x ) = \sum _ { i = 0 } ^ { n } a _ j x ^ j
197,[ 4 54],\Delta L, \Delta L
198,[ 2 71 37 44],\forall u \in V, \forall u \in V
199,[ 50 114  31  50 118  31],P^\mu P_\mu, P ^ \mu P _ \mu
